RELATÓRIO SICO CONSULTA EXTERNA - INFORMAÇÕES DE CONTAS ANALÍTICAS 
Data da Geração:21/06/2026
Tipo de Eleição: Partidária Anual 
Tipo de Direção Partidária: Direção Nacional

Número CNPJ; Número do Partido; Partido; Órgão / Candidato; Cargo; Tipo; Eleição / Exercício; UF/Localidade; Zona; Situação; Data do Lançamento; Tipo de Julgamento; Espécie da Decisão; Número Documento da Decisão; Nº Protocolo SADP/PJe; Data Protocolo; Data da Publicação; Data do Trânsito em Julgado; Início Suspensão; Fim Suspensão; Desconto; Multa; Recolhimento ao Erário; Redução de Repasse
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600831922020' ;29/06/2020;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;05/06/2025;Aprovada com ressalvas;Acórdão;'163791652' ;'-' ;;30/05/2025;04/06/2025;;;-;-;1691474.5;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600752162020' ;26/06/2020;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600955752020' ;30/06/2020;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;01/08/2024;Conta não prestada;Acórdão;'0600955-75.2020.6.00' ;'-' ;;04/06/2024;15/07/2024;01/09/2024;;-;-;475410.17;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600434332020' ;29/04/2020;;;;;-;-;-;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;10/02/2025;Aprovada com ressalvas;Decisão Monocrática;'163222438' ;'-' ;;04/02/2025;06/02/2025;;;-;-;105511.75;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600841392020' ;29/06/2020;;;;;-;-;-;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;22/04/2025;Aprovada com ressalvas;Decisão Monocrática;'160280873' ;'-' ;;09/04/2025;14/04/2025;;;-;-;171830;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600874292020' ;29/06/2020;;;;;-;-;-;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Julgada;04/04/2025;Aprovada com ressalvas;Acórdão;'162219550' ;'-' ;;04/09/2024;09/09/2024;;;-;-;105.66;Não;
'13629827000100' ;55;PSD;Direção Nacional - PSD;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600816262020' ;29/06/2020;;;;;-;-;-;Não;
'12952205000156' ;90;PROS;Direção Nacional - PROS;-;Prestação de contas partidárias anuais;2019;BR - BRASIL;-;Em trâmite;22/09/2020;-;-;'-' ;'0600677742020' ;22/06/2020;;;;;-;-;-;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;07/05/2025;Aprovada;Decisão Monocrática;'159996264' ;'06004519820226000000' ;28/06/2022;19/02/2024;21/02/2024;;;-;-;-;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004501620226000000' ;28/06/2022;;;;;-;-;-;Não;
'54956495000156' ;65;PC DO B / PCDOB;Direção Nacional - PC do B;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004752920226000000' ;30/06/2022;;;;;-;-;-;Não;
'00887169000105' ;11;PP;Direção Nacional - PP;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004623020226000000' ;29/06/2022;;;;;-;-;-;Não;
'01209414000198' ;17;PSL;Direção Nacional - PSL;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004649720226000000' ;29/06/2022;;;;;-;-;-;Não;
'00676262000170' ;13;PT;Direção Nacional - PT;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004363220226000000' ;27/06/2022;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;03/06/2022;-;-;'-' ;'06002942820226000000' ;16/05/2022;;;;;-;-;-;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004882820226000000' ;04/07/2022;;;;;-;-;-;Não;
'31886963000168' ;43;PV;Direção Nacional - PV;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004874320226000000' ;04/07/2022;;;;;-;-;-;Não;
'01272982000133' ;28;PRTB;Direção Nacional - PRTB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004718920226000000' ;30/06/2022;;;;;-;-;-;Não;
'29417359000140' ;23;CIDADANIA / PPS;Direção Nacional - CIDADANIA;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004614520226000000' ;29/06/2022;;;;;-;-;-;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004545320226000000' ;29/06/2022;;;;;-;-;-;Não;
'13405866000124' ;30;NOVO;Direção Nacional - NOVO;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004796620226000000' ;30/06/2022;;;;;-;-;-;Não;
'13405866000124' ;30;NOVO;Direção Nacional - NOVO;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;15/09/2025;Aprovada;Decisão Monocrática;'0600479-66.2022.6.00' ;'-' ;;18/08/2025;28/08/2025;;;-;-;-;Não;
'18532307000107' ;77;SD / SDD / SOLIDARIEDADE;Direção Nacional - SOLIDARIEDADE;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004606020226000000' ;29/06/2022;;;;;-;-;-;Não;
'18532307000107' ;77;SD / SDD / SOLIDARIEDADE;Direção Nacional - SOLIDARIEDADE;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;29/09/2025;Aprovada com ressalvas;Decisão Monocrática;'0600460-60.2022.6.00' ;'-' ;;22/09/2025;25/09/2025;;;-;-;439690.77;Não;
'01248362000169' ;19;PODE / PTN;Direção Nacional - PODE;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004120420226000000' ;22/06/2022;;;;;-;-;-;Não;
'12952205000156' ;90;PROS;Direção Nacional - PROS;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;03/06/2022;-;-;'-' ;'06003531620226000000' ;27/05/2022;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;20/08/2024;Aprovada;Decisão Monocrática;'161946168' ;'06004484620226000000' ;28/06/2022;01/07/2024;02/08/2024;;;-;-;-;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004346220226000000' ;27/06/2022;;;;;-;-;-;Não;
'29549433000182' ;33;MOBILIZA / PMN;Direção Nacional - PMN;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004528320226000000' ;28/06/2022;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;19/01/2026;Aprovada;Decisão Monocrática;'162448952' ;'06004692220226000000' ;30/06/2022;20/10/2025;23/10/2025;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004779620226000000' ;30/06/2022;;;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;05/08/2024;Aprovada com ressalvas;Acórdão;'161904193' ;'06004779620226000000' ;;28/06/2024;02/08/2024;;;-;-;-;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004865820226000000' ;04/07/2022;;;;;-;-;-;Não;
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004589020226000000' ;29/06/2022;;;;;-;-;-;Não;
'32206989000180' ;36;AGIR / PTC;Direção Nacional - PTC;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06003791420226000000' ;13/06/2022;;;;;-;-;-;Não;
'13629827000100' ;55;PSD;Direção Nacional - PSD;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004493120226000000' ;28/06/2022;;;;;-;-;-;Não;
'01633510000169' ;98;DEM;Direção Nacional - DEM;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004666720226000000' ;30/06/2022;;;;;-;-;-;Não;
'59933952000100' ;70;AVANTE / PT DO B;Direção Nacional - AVANTE;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004761420226000000' ;30/06/2022;;;;;-;-;-;Não;
'03605136000113' ;14;PTB;Direção Nacional - PTB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004440920226000000' ;28/06/2022;;;;;-;-;-;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;03/04/2025;-;-;'-' ;'06004891320226000000' ;04/07/2022;;;;;-;-;-;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;03/04/2025;Desaprovada;Acórdão;'161904195' ;'-' ;;12/08/2024;15/08/2024;;;-;-;16507.54;Não;
'08950803000119' ;51;PATRI / PATRIOTA / PEN;Direção Nacional - PATRIOTA;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004069420226000000' ;21/06/2022;;;;;-;-;-;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004241820226000000' ;22/06/2022;;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;06/04/2022;-;-;'-' ;'06003040920216000000' ;14/07/2021;;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Regularizada;10/11/2023;-;Regularizada;'-' ;'06001011320226000000' ;;31/03/2022;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;10/11/2023;Conta não prestada;Acórdão;'157119716' ;'06003040920216000000' ;;03/02/2022;07/02/2022;03/02/2022;;-;-;3119;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;09/04/2024;-;-;'-' ;'06002833320216000000' ;23/06/2021;;;;;-;-;-;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;09/04/2024;Aprovada;Acórdão;'160186309' ;'06002833320216000000' ;;08/03/2024;18/03/2024;;;-;-;-;Não;
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;24/02/2026;-;-;'-' ;'06003491320216000000' ;29/07/2021;;;;;-;-;-;Não;
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;24/02/2026;Aprovada com ressalvas;Acórdão;'165233318' ;'-' ;;13/02/2026;23/02/2026;;;-;-;17903.11;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;25/05/2026;Aprovada com ressalvas;Decisão Monocrática;'164320619' ;'06002946220216000000' ;29/06/2021;15/08/2025;21/05/2026;;;-;-;90197.89;Não;
'29549433000182' ;33;MOBILIZA / PMN;Direção Nacional - PMN;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;17/03/2026;Aprovada com ressalvas;Acórdão;'159894862' ;'06003907720216000000' ;09/08/2021;15/12/2023;01/02/2024;;;-;-;3390.12;Não;
'01248362000169' ;19;PODE / PTN;Direção Nacional - PODE;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;22/05/2026;Aprovada com ressalvas;Acórdão;'165323188' ;'06002894020216000000' ;25/06/2021;04/03/2026;21/05/2026;;;-;-;2785419.28;Não;
'12952205000156' ;90;PROS;Direção Nacional - PROS;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;03/06/2022;-;-;'-' ;'06002877020216000000' ;08/11/2021;;;;;-;-;-;Não;
'01633510000169' ;98;DEM;Direção Nacional - DEM;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;17/04/2026;Aprovada com ressalvas;Decisão Monocrática;'163218559' ;'06002971720216000000' ;30/06/2021;13/12/2024;26/03/2026;;;-;-;342045.77;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;13/11/2023;-;-;'-' ;'06003006920216000000' ;30/06/2021;;;;;-;-;-;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;13/11/2023;Conta não prestada;Acórdão;'158725162' ;'06003006920216000000' ;;13/03/2023;16/03/2023;;;-;-;251385.37;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;10/04/2026;Aprovada com ressalvas;Acórdão;'163581682' ;'-' ;;01/09/2025;04/09/2025;;;-;-;528600.67;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;10/04/2026;-;-;'-' ;'06003864020216000000' ;09/08/2021;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;03/06/2022;-;-;'-' ;'06003924720216000000' ;09/08/2021;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;08/04/2025;Aprovada com ressalvas;Acórdão;'163534860' ;'06003924720216000000' ;;31/03/2025;03/04/2025;;;-;-;1155435.98;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;04/07/2023;Aprovada com ressalvas;Acórdão;'159045797' ;'06003509520216000000' ;;26/06/2023;29/06/2023;;;-;-;-;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;04/07/2023;-;-;'-' ;'06003509520216000000' ;29/07/2021;;;;;-;-;-;Não;
'01209414000198' ;17;PSL;Direção Nacional - PSL;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;16/09/2024;-;-;'-' ;'06003899220216000000' ;30/06/2021;;;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;08/09/2023;Aprovada com ressalvas;Acórdão;'159166864' ;'06004297420216000000' ;;28/06/2023;01/08/2023;;;-;-;170;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;08/09/2023;-;-;'-' ;'06004297420216000000' ;20/08/2021;;;;;-;-;-;Não;
'03605136000113' ;14;PTB;Direção Nacional - PTB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Em trâmite;01/12/2025;-;-;'-' ;'06003847020216000000' ;09/08/2021;;;;;-;-;-;Não;
'03605136000113' ;14;PTB;Direção Nacional - PTB;-;Prestação de contas partidárias anuais;2020;BR - BRASIL;-;Julgada;01/12/2025;Aprovada com ressalvas;Acórdão;'164787295' ;'-' ;;03/11/2025;06/11/2025;;;-;-;2064678.77;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Julgada;20/08/2024;Aprovada;Decisão Monocrática;'161946169' ;'06004788120226000000' ;30/06/2022;01/07/2024;02/08/2024;;;-;-;-;Não;
'01307059000190' ;29;PCO;Direção Nacional - PCO;-;Prestação de contas partidárias anuais;2021;BR - BRASIL;-;Em trâmite;26/08/2022;-;-;'-' ;'06004735920226000000' ;30/06/2022;;;;;-;-;-;Não;
'59933952000100' ;70;AVANTE / PT DO B;Direção Nacional - AVANTE;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004334320236000000' ;30/06/2023;;;;;-;-;-;Não;
'01450856000121' ;20;PSC;Direção Nacional - PSC;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003797720236000000' ;23/06/2023;;;;;-;-;-;Não;
'03653474000120' ;45;PSDB;Direção Nacional - PSDB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004178920236000000' ;30/06/2023;;;;;-;-;-;Não;
'17981188000107' ;18;REDE;Direção Nacional - REDE;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003823220236000000' ;26/06/2023;;;;;-;-;-;Não;
'26235522000166' ;80;UP;Direção Nacional - UP;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Julgada;26/06/2024;Aprovada;Decisão Monocrática;'161890901' ;'06004290620236000000' ;30/06/2023;21/06/2024;24/06/2024;;;-;-;-;Não;
'00676262000170' ;13;PT;Direção Nacional - PT;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004351320236000000' ;01/07/2023;;;;;-;-;-;Não;
'13405866000124' ;30;NOVO;Direção Nacional - NOVO;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Julgada;28/04/2025;Aprovada;Decisão Monocrática;'163626851' ;'06004204420236000000' ;30/06/2023;11/04/2025;22/04/2025;;;-;-;-;Não;
'32206989000180' ;36;AGIR / PTC;Direção Nacional - AGIR;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;09/05/2023;-;-;'-' ;'06002377320236000000' ;08/05/2023;;;;;-;-;-;Não;
'12952205000156' ;90;PROS;Direção Nacional - PROS;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;06/06/2023;-;-;'-' ;'06003269620236000000' ;31/05/2023;;;;;-;-;-;Não;
'03605136000113' ;14;PTB;Direção Nacional - PTB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004195920236000000' ;30/06/2023;;;;;-;-;-;Não;
'44551496000167' ;44;UNIÃO;Direção Nacional - UNIÃO;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004212920236000000' ;30/06/2023;;;;;-;-;-;Não;
'00719575000169' ;12;PDT;Direção Nacional - PDT;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003858420236000000' ;26/06/2023;;;;;-;-;-;Não;
'31886963000168' ;43;PV;Direção Nacional - PV;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004256620236000000' ;30/06/2023;;;;;-;-;-;Não;
'31886963000168' ;43;PV;Direção Nacional - PV;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Julgada;13/08/2025;Aprovada com ressalvas;Decisão Monocrática;'163995604' ;'-' ;;04/08/2025;08/08/2025;;;-;-;2971.58;Não;
'54956495000156' ;65;PC DO B / PCDOB;Direção Nacional - PC do B;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004187420236000000' ;30/06/2023;;;;;-;-;-;Não;
'01633510000169' ;98;DEM;Direção Nacional - DEM;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Julgada;12/03/2026;Aprovada com ressalvas;Decisão Monocrática;'164779639' ;'06004675220226000000' ;30/06/2022;27/10/2025;09/03/2026;;;-;-;63934.29;Não;
'01209414000198' ;17;PSL;Direção Nacional - PSL;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;27/08/2022;-;-;'-' ;'06005177820226000000' ;12/07/2022;;;;;-;-;-;Não;
'08517423000195' ;22;PL / PR;Direção Nacional - PL;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003806220236000000' ;23/06/2023;;;;;-;-;-;Não;
'00887169000105' ;11;PP;Direção Nacional - PP;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003762520236000000' ;20/06/2023;;;;;-;-;-;Não;
'08950803000119' ;51;PATRI / PATRIOTA / PEN;Direção Nacional - PATRIOTA;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003563420236000000' ;13/06/2023;;;;;-;-;-;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003701820236000000' ;16/06/2023;;;;;-;-;-;Não;
'73282907000164' ;16;PSTU;Direção Nacional - PSTU;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003883920236000000' ;28/06/2023;;;;;-;-;-;Não;
'18532307000107' ;77;SD / SDD / SOLIDARIEDADE;Direção Nacional - SOLIDARIEDADE;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;06/06/2023;-;-;'-' ;'06003303620236000000' ;05/06/2023;;;;;-;-;-;Não;
'13629827000100' ;55;PSD;Direção Nacional - PSD;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003814720236000000' ;23/06/2023;;;;;-;-;-;Não;
'29549433000182' ;33;MOBILIZA / PMN;Direção Nacional - PMN;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004239620236000000' ;30/06/2023;;;;;-;-;-;Não;
'01421697000137' ;40;PSB;Direção Nacional - PSB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003892420236000000' ;28/06/2023;;;;;-;-;-;Não;
'29417359000140' ;23;CIDADANIA / PPS;Direção Nacional - CIDADANIA;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004273620236000000' ;30/06/2023;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004221420236000000' ;30/06/2023;;;;;-;-;-;Não;
'01248362000169' ;19;PODE / PTN;Direção Nacional - PODE;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06003745520236000000' ;20/06/2023;;;;;-;-;-;Não;
'00676213000138' ;15;MDB / PMDB;Direção Nacional - MDB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004325820236000000' ;30/06/2023;;;;;-;-;-;Não;
'06954942000195' ;50;PSOL;Direção Nacional - PSOL;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;03/07/2023;-;-;'-' ;'06004308820236000000' ;30/06/2023;;;;;-;-;-;Não;
'09607343000193' ;35;DEMOCRATA / PMB;Direção Nacional - PMB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Julgada;15/05/2026;Conta não prestada;Acórdão;'165261481' ;'06004248120236000000' ;30/06/2023;04/03/2026;09/03/2026;09/03/2026;;-;-;216008.46;Não;
'01585552000171' ;21;PCB;Direção Nacional - PCB;-;Prestação de contas partidárias anuais;2022;BR - BRASIL;-;Em trâmite;04/07/2023;-;-;'-' ;'06004317320236000000' ;30/06/2023;;;;;-;-;-;Não;
'07665132000181' ;10;PRB / REPUBLICANOS;Direção Nacional - REPUBLICANOS;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06002027920246000000' ;02/04/2024;;;;;-;-;-;Não;
'01127628000115' ;27;DC / PSDC;Direção Nacional - DC;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130032720246000000' ;29/06/2024;;;;;-;-;-;Não;
'31886963000168' ;43;PV;Direção Nacional - PV;-;Prestação de contas partidárias anuais;2023;BR - BRASIL;-;Em trâmite;04/09/2024;-;-;'-' ;'06130024220246000000' ;29/06/2024;;;;;-;-;-;Não;
